Division,Club,Possession,Player,Best Pos,Sec. Position,Age,Height,Left Foot,Right Foot,Rating,PoM,Minutes,Goals,Mins/Gl,Goals per 90 minutes,xG,NP-xG,xG-OP,xG/90,Conv %,xG/shot,Shot/90,ShT/90,Shots From Outside The Box Per 90 minutes,Shot %,Goals From Outside The Box,Pens,Pen/R,Assists,Asts/90,xA,xA/90,Pas %,Ps A/90,Ch C/90,OP-KP/90,Pr passes/90,Crs A/90,Cr C/90,Cr C/A,OP-Crs A/90,OP-Crs C/90,OP-Cr %,Drb/90,Fouls Against,Off,Poss Lost/90,Poss Won/90,Tck/90,Int/90,Pres A/90,Tck R,Tck A,K Tck,Blk/90,Clr/90,Shts Blckd/90,Fouls Made,Yel,Red cards,Dist/90,Sprints/90,Recurring Injury,Injury Susceptibility,Aer A/90,Hdr %,K Hdrs/90,Clean Sheets,xGP,MLG,Sv %,Svh,Svp,Svt,Goals Conceded,Pens Faced,Pens Saved Ratio,Tgls/90,Tcon/90
Ligue 2 BKT,FC Rouen,0.43,Idrissa Seydi,ST (C),"WB (L), AM (R)",28,"5'10""",Very Strong,Weak,6.75,2,1120,4,280,0.3,2.09,2.09,1.91,0.2,27%,0.1393333333,1.2,0.7,0.1,60%,0,0,0,1,0.1,0.71,0.1,90%,27,0.2,0.6,0.2,0.2,0.1,33,0.2,0.1,33,1,20,12,27.1,1.4,0,1.7,1.5,0,1,0,0.2,0,0,17,0,0,9,4.5,No recurring injuries,Average,9.7,18,0,0,0,0,0,0,0,0,0,0,0,0.7,1.4
Ligue 2 BKT,FC Annecy,0.43,Moïse Sahi Dion,ST (C),,24,"5'9""",Very Strong,Fairly Strong,6.64,0,1072,4,268,0.3,3.18,3.18,0.82,0.3,14%,0.1135714286,2.4,1.3,0.6,54%,1,0,0,0,0,1.81,0.2,89%,27.5,0.2,0.9,0.8,0.7,0.1,12,0.7,0.1,13,0.8,23,5,19.8,1.8,0.2,0.9,0.9,100,2,0,0.1,0.3,0,17,1,0,10.3,5.6,No recurring injuries,Above Average,8.5,17,0,0,0,0,0,0,0,0,0,0,0,0.9,1.2
Premier League,Benfica,0.59,Lucas Ocampos,AM (R),"M (RL), ST (C)",32,"5'10""",Reasonable,Very Strong,6.95,1,1086,4,271.5,0.3,2.82,2.82,1.18,0.2,13%,0.09096774194,2.6,1,0.8,39%,0,0,0,2,0.2,2.12,0.2,86%,48.1,0.6,1,3.1,3.3,0.8,25,3,0.8,28,2.7,11,7,15.6,7,1.8,2.2,9.6,65,34,0,0.5,0.7,0.2,12,0,0,12.5,19.1,No recurring injuries,High,3.9,40,0.3,0,0,0,0,0,0,0,0,0,0,1.8,0.7
Ligue 2 BKT,Angers SCO,0.60,Yassin Belkhdim,M (C),AM (LC),24,"5'9""",Reasonable,Very Strong,7.17,3,1092,4,273,0.3,3.12,3.12,0.88,0.3,13%,0.104,2.5,0.7,0.5,30%,1,1,100,3,0.2,2.24,0.2,89%,56.2,0.7,2.2,4.9,3.1,0.8,26,3.1,0.8,26,1.9,13,2,14.3,8.2,2.5,1.7,9.8,77,39,0,0.2,0.8,0,7,0,0,11.7,17.3,No recurring injuries,Below Average,3.5,40,0.2,0,0,0,0,0,0,0,0,0,0,1.8,0.8
Premier League,BRG,0.57,Ricardo Horta,AM (C),ST (C),32,"5'8""",Fairly Strong,Very Strong,7.21,4,1582,4,395.5,0.2,4.82,4.82,-0.82,0.3,9%,0.1120930233,2.4,0.9,0.6,37%,2,1,100,1,0.1,1.29,0.1,89%,49.2,0.1,2.4,4.2,3.4,1,28,3,1,33,3,23,7,15.4,6.7,1.8,1.9,10.1,79,39,2,0.2,0.6,0,19,0,0,12.4,16.1,No recurring injuries,Below Average,2.6,20,0.1,0,0,0,0,0,0,0,0,0,0,1.1,0.7
Ligue 1 McDonald's,Toulouse FC,0.49,Aron Dønnum,AM (R),"WB/M (R), AM (L)",28,"5'10""",Very Strong,Reasonable,7.14,2,1060,4,265,0.3,3.55,3.55,0.45,0.3,20%,0.1775,1.7,0.5,0.6,30%,0,0,0,1,0.1,1.43,0.1,88%,50.9,0.3,2,4.2,3.8,0.6,15,3.5,0.5,15,4.8,13,8,18.2,4.2,1.8,2.7,10.3,84,25,0,0.3,0.6,0,17,1,0,11.8,16.5,No recurring injuries,Average,2.7,50,0,0,0,0,0,0,0,0,0,0,0,1.1,1.3
Premier League,Sporting CP,0.62,Geny,M/AM (R),"WB (RL), AM (L)",25,"5'8""",Very Strong,Weak,7.26,2,1292,4,323,0.3,3.26,3.26,0.74,0.2,13%,0.1086666667,2.1,1.1,0.6,53%,1,0,0,3,0.2,2.82,0.2,90%,46.8,0.3,2.2,4.2,3.3,0.6,16,2.6,0.5,18,3.8,16,7,13.1,5.2,1.6,2.2,10.2,79,29,0,0.2,0.4,0,10,0,0,12.4,15.5,No recurring injuries,Low,3.2,9,0,0,0,0,0,0,0,0,0,0,0,1.7,0.7
Jupiler Pro League,Club Brugge,0.54,Nicolò Tresoldi,ST (C),,22,"6'1""",Fairly Strong,Very Strong,6.98,0,1287,4,321.75,0.3,5.04,5.04,-1.04,0.4,9%,0.112,3.1,1.5,1.5,47%,0,0,0,3,0.2,1.18,0.1,89%,28.5,0.3,1.1,1,0.6,0.1,25,0.6,0.1,25,0.6,36,11,18.6,2.5,0.1,0.8,1.2,67,3,0,0,0.1,0,11,1,0,10.8,6.2,No recurring injuries,Below Average,7.1,39,0.4,0,0,0,0,0,0,0,0,0,0,1.3,0.8
Premier League,Liverpool,0.59,Mohamed Salah,AM (R),"AM (L), ST (C)",34,"5'9""",Very Strong,Weak,6.86,1,1152,4,288,0.3,2.25,2.25,1.75,0.2,16%,0.09,2,0.8,0.7,40%,1,0,0,1,0.1,3.5,0.3,91%,63,0.4,2,3.1,7.2,2.1,29,3.4,1.2,36,2.3,21,21,13.8,8.4,2,2.7,12.1,69,36,1,0.3,0.3,0.2,27,1,0,13.4,26.1,No recurring injuries,Low,2.3,17,0,0,0,0,0,0,0,0,0,0,0,1.9,1.6
Bundesliga,Eintracht Frankfurt,0.46,Jonathan Burkardt,ST (C),,26,"5'11""",Fairly Strong,Very Strong,6.86,0,1473,4,368.25,0.2,5.52,4.71,-1.52,0.3,8%,0.1104,3.1,1.4,0.7,46%,1,1,0,1,0.1,0.85,0.1,89%,29.6,0.1,1,1,0.6,0.2,30,0.6,0.2,30,0.5,42,14,20.1,1.9,0.1,0.4,1.1,40,5,0,0.1,0.2,0,10,0,0,10.6,7,No recurring injuries,High,5.9,36,0.1,0,0,0,0,0,0,0,0,0,0,1.1,1
First Division,A. Bilbao,0.61,Gorka Guruzeta,ST (C),AM (L),30,"6'2""",Reasonable,Very Strong,6.69,0,1068,4,267,0.3,4.95,4.95,-0.95,0.4,8%,0.09519230769,4.4,2.2,1.6,50%,3,0,0,0,0,1.42,0.1,90%,29.7,0.4,1.4,1.2,0.5,0.1,16,0.5,0.1,17,0.8,11,15,14.7,3.1,0.4,0.8,2.3,83,6,0,0.1,0.2,0,16,0,0,10.6,6.9,No recurring injuries,Above Average,6.2,32,0.1,0,0,0,0,0,0,0,0,0,0,1.6,1
Ligue 1 McDonald's,Olympique de Marseille,0.54,Amine Gouiri,AM (L),,26,"5'11""",Weak,Very Strong,6.77,1,1281,4,320.25,0.3,4.01,4.01,-0.01,0.3,8%,0.0802,3.5,2.1,1.4,60%,2,0,0,3,0.2,1.39,0.1,87%,36.1,0.3,1.4,1.1,0.6,0.3,50,0.5,0.3,57,1.1,22,8,15.1,1.8,0.1,0.6,1.1,67,3,0,0.2,0.1,0.1,11,1,0,10.5,5.2,No recurring injuries,Below Average,4.5,31,0.1,0,0,0,0,0,0,0,0,0,0,1,1.3
Serie A,Torino,0.5,Che Adams,ST (C),,30,"5'9""",Reasonable,Very Strong,6.87,0,1246,4,311.5,0.3,6.06,6.06,-2.06,0.4,7%,0.1027118644,4.3,1.4,1.2,34%,2,0,0,0,0,1.58,0.1,90%,29.1,0.2,1,1,0.5,0.3,57,0.5,0.3,57,0.4,35,6,17.6,2.1,0.1,0.5,1.7,67,3,1,0.1,0.1,0,7,0,0,10.9,6.5,No recurring injuries,Very Low,6.6,48,0.1,0,0,0,0,0,0,0,0,0,0,0.8,1.1
Jupiler Pro League,Westerlo,0.47,Shunsuke Saito,AM (C),"M (R), AM (L), ST (C)",21,"5'9""",Fairly Strong,Very Strong,6.83,0,1395,4,348.75,0.3,2.38,2.38,1.62,0.2,17%,0.1034782609,1.5,0.6,0.3,43%,0,0,0,1,0.1,0.91,0.1,91%,42.3,0,1.3,1.9,0.6,0,0,0.6,0,0,1.2,3,6,16.6,8.8,0.5,1.2,5.3,54,13,0,0.3,0.3,0,7,0,0,11.9,10.5,No recurring injuries,Below Average,3.5,19,0.1,0,0,0,0,0,0,0,0,0,0,1,1.3
Sky Bet Championship,Bristol City,0.45,Max Bird,M (C),DM,26,"6'0""",Very Strong,Reasonable,6.57,0,1421,4,355.25,0.3,2.71,2.71,1.29,0.2,19%,0.129047619,1.3,0.4,0.5,33%,1,0,0,1,0.1,2.38,0.2,88%,2.7,0.2,0.1,0.4,1.2,0.3,21,0,0,0,0,8,0,12.3,12.2,0.2,0,1.3,100,3,1,0,0,0,1,1,0,0.7,1.3,No recurring injuries,Average,0.2,33,0,0,0,0,0,0,0,0,0,0,0,1.5,1
Premier League,Famalicão,0.5,Gustavo Sá,M (C),,22,"6'2""",Fairly Strong,Very Strong,6.92,1,1196,4,299,0.3,4.54,3.77,-0.54,0.3,9%,0.1031818182,3.3,1.2,1.1,36%,1,2,100,2,0.2,1.66,0.1,92%,51.6,0.4,1.5,2.7,0.3,0.2,50,0.3,0.2,50,1.2,13,2,11.8,10.5,0.2,2.3,5,67,3,1,0.3,0.5,0,3,1,0,13.1,13.5,No recurring injuries,Below Average,3.3,41,0.1,0,0,0,0,0,0,0,0,0,0,1.1,1.4
Second Division,Zaragoza,0.48,Sebas Moyano,AM (R),"M (L), AM (C)",29,"5'8""",Weak,Very Strong,7.09,1,1130,4,282.5,0.3,1.86,1.86,2.14,0.1,15%,0.07153846154,2.1,0.8,1,38%,1,0,0,0,0,2.81,0.2,87%,43.5,0.2,1.6,2.9,7.8,2,25,4.2,1,25,4.9,19,8,18.3,4.9,1.2,1.8,7.6,83,18,0,0.3,0.3,0,19,1,0,11.5,11.9,No recurring injuries,Below Average,3.4,28,0.1,0,0,0,0,0,0,0,0,0,0,1,1.2
Eredivisie,Go Ahead Eagles,0.51,Victor Edvardsen,ST (C),AM (RL),30,"6'1""",Reasonable,Very Strong,6.75,0,1400,4,350,0.3,4.57,4.57,-0.57,0.3,9%,0.09934782609,3,1.2,0.9,41%,2,0,0,0,0,1.3,0.1,86%,27.3,0.3,1.5,0.9,0.6,0.1,20,0.6,0.1,20,1.1,22,10,22,2.1,0.2,0.5,2,60,5,0,0.1,0.2,0,12,0,0,10.9,9.6,No recurring injuries,Below Average,7.8,28,0.1,0,0,0,0,0,0,0,0,0,0,0.8,1
Bundesliga 2,Rot-Weiss Essen,0.55,Lars Gindorf,AM (C),"M (C), ST (C)",25,"5'11""",Reasonable,Very Strong,7.04,1,1306,4,326.5,0.3,2.2,2.2,1.8,0.2,18%,0.1,1.5,0.7,0.4,45%,1,1,100,2,0.1,2.37,0.2,89%,42.6,0.2,1.5,2.8,2.8,0.6,21,1,0.3,36,0.9,5,2,17,11.9,0.7,0.9,4.3,83,12,1,0.5,0.6,0,8,1,0,12.6,11.9,No recurring injuries,Below Average,2.6,39,0.1,0,0,0,0,0,0,0,0,0,0,1,1.3
Second Division,Tenerife,0.44,Jesús De Miguel,ST (C),AM (C),30,"6'2""",Fairly Strong,Very Strong,6.84,0,1315,4,328.75,0.3,6.18,6.18,-2.18,0.4,8%,0.1188461538,3.6,1.5,1,42%,1,0,0,3,0.2,1.19,0.1,88%,29.4,0.1,0.8,0.5,0.2,0,0,0.2,0,0,0.8,23,12,22,2.3,0.1,1,2.7,100,2,0,0,0.1,0,16,1,0,10.4,9.2,No recurring injuries,Average,6.4,46,0.1,0,0,0,0,0,0,0,0,0,0,0.8,1.4
Bundesliga 2,Hannover 96,0.53,Benjamin Källman,ST (C),AM (R),28,"6'0""",Reasonable,Very Strong,6.73,1,1190,4,297.5,0.3,4.61,4.61,-0.61,0.3,10%,0.11525,3,1.7,0.9,58%,0,2,100,0,0,1.93,0.1,91%,26.8,0.2,1.2,0.8,0.3,0,0,0.3,0,0,1.1,27,15,20.1,2.4,0.2,0.7,2.1,100,3,0,0.2,0.1,0,16,2,0,10.4,8,No recurring injuries,Below Average,6.6,37,0.2,0,0,0,0,0,0,0,0,0,0,0.7,0.7
Serie BKT,AC Monza,0.5,Paulo Azzi,D/M (L),M (R),32,"6'2""",Weak,Very Strong,7.1,2,1188,4,297,0.3,1.47,1.47,2.53,0.1,50%,0.18375,0.6,0.2,0,38%,0,0,0,1,0.1,1.59,0.1,70%,21.2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1.9,0,0,100,25,0,0,0,0,14,0,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligue 1 McDonald's,Saint-Étienne,0.5,Lucas Stassin,ST (C),,22,"6'0""",Weak,Very Strong,6.7,1,1265,4,316.25,0.3,5.88,3.5,-1.88,0.4,10%,0.147,2.8,1.4,1.1,48%,2,3,33,0,0,0.73,0.1,90%,27,0.3,1.4,1.1,0.4,0,0,0.4,0,0,0.6,16,8,16.6,2.6,0.3,0.9,1.5,80,5,0,0.2,0.1,0,9,0,0,10.1,6.2,Recurring badly fractured lower leg,Very High,7.8,18,0.1,0,0,0,0,0,0,0,0,0,0,0.6,1.4
Serie A,Bologna,0.5,Jonathan Rowe,AM (L),ST (C),23,"5'8""",Fairly Strong,Very Strong,6.72,0,1246,4,311.5,0.3,1.56,1.56,2.44,0.1,24%,0.09176470588,1.2,0.7,0.4,53%,1,0,0,0,0,0.85,0.1,93%,45.1,0.1,1.2,3.7,2,0.5,25,2,0.5,26,3,5,8,19,3.8,0.9,1.7,9.8,65,20,0,0.5,0.9,0,16,0,0,12,13.8,No recurring injuries,Average,3.3,24,0,0,0,0,0,0,0,0,0,0,0,1.3,1.7
Premier League,BRG,0.57,Gustaf Lagerbielke,D (C),,26,"6'4""",Fairly Strong,Very Strong,7.2,5,1980,4,495,0.2,1.72,1.72,2.28,0.1,21%,0.09052631579,0.9,0.3,0.2,37%,1,1,100,1,0,1.48,0.1,94%,50.5,0.2,0.2,2.3,0,0,0,0,0,0,0,3,0,2.4,19.7,0.6,2.9,2.5,76,17,4,0.6,0.9,0.3,12,3,0,9.9,4.8,No recurring injuries,Low,5,74,1,0,0,0,0,0,0,0,0,0,0,1.3,0.7
Premier League,Fulham,0.45,Oscar Bobb,AM (RC),"M (R), AM (L), ST (C)",23,"5'9""",Very Strong,Fairly Strong,6.76,1,1183,4,295.75,0.3,1.92,1.92,2.08,0.1,13%,0.064,2.3,1.2,1.4,53%,2,0,0,2,0.2,2.55,0.2,85%,40.5,0.4,1.4,2.7,2.4,0.5,19,2.1,0.5,22,2.8,17,4,12.3,7.8,1.5,2.9,11.4,77,26,0,0.2,0.6,0.1,6,0,0,13.4,17.1,No recurring injuries,Above Average,4,15,0,0,0,0,0,0,0,0,0,0,0,1.1,2.1
Bundesliga,1. FC Nürnberg,0.5,Julian Justvan,AM (C),M (RC),28,"5'10""",Very Strong,Weak,7.02,0,1110,4,277.5,0.3,3.45,3.45,0.55,0.3,15%,0.1326923077,2.1,0.6,0.7,31%,1,0,0,2,0.2,2.55,0.2,90%,41.6,0.5,1.6,2.8,5.8,0.8,13,1,0.2,25,1.1,10,5,14.4,11.9,0.6,1.1,4.7,58,12,0,0.4,0.1,0,7,0,0,11.8,10.2,No recurring injuries,Above Average,3.9,29,0.1,0,0,0,0,0,0,0,0,0,0,1.5,1.5
Sky Bet Championship,Lincoln,0.33,Rob Street,ST (C),AM (L),25,"6'2""",Weak,Very Strong,6.7,0,1222,4,305.5,0.3,2.73,2.73,1.27,0.2,12%,0.08272727273,2.4,1.1,0.7,45%,1,0,0,0,0,0.71,0.1,88%,31.6,0.1,1,1,1,0.1,15,1,0.1,15,0.7,19,7,23.1,0.8,0.1,0.7,2.1,50,4,0,0,0.3,0,19,3,0,10.5,7.1,No recurring injuries,Below Average,7.2,31,0.1,0,0,0,0,0,0,0,0,0,0,0.8,1.8
Sky Bet Championship,Hull,0.39,Mason Burstow,ST (C),AM (R),23,"6'2""",Reasonable,Very Strong,6.66,0,1379,4,344.75,0.3,2.21,2.21,1.79,0.1,16%,0.0884,1.6,0.7,0.6,44%,1,0,0,0,0,0.35,0,88%,26.6,0,0.7,0.6,0.4,0,0,0.4,0,0,0.5,20,10,22,0.9,0.3,0.7,2.2,83,6,0,0.1,0.1,0.1,14,1,0,10.3,6.2,No recurring injuries,Very Low,10.1,34,0,0,0,0,0,0,0,0,0,0,0,1.3,1.6
Ligue 2 BKT,Red Star FC,0.39,Abdelsamad Hachem,ST (C),,24,"6'2""",Weak,Very Strong,6.71,0,1021,4,255.25,0.4,5.19,5.19,-1.19,0.5,9%,0.1104255319,4.1,2.1,1.5,51%,0,0,0,1,0.1,0.3,0,88%,25.8,0.1,1.1,0.5,0.4,0.1,20,0.4,0.1,20,0.5,21,10,30,1,0.1,0.9,1.4,100,1,0,0.1,0.1,0,12,0,0,10.4,4.7,No recurring injuries,High,9.4,49,0.3,0,0,0,0,0,0,0,0,0,0,0.7,0.6
Serie BKT,Entella,0.5,Bernat Guiu,ST (C),AM (R),26,"5'11""",Weak,Very Strong,6.98,0,1260,4,315,0.3,2.33,2.33,1.67,0.2,13%,0.07766666667,2.1,1.3,0,60%,0,0,0,1,0.1,2.04,0.1,59%,20,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0.4,0,0,86,7,0,0,0,0,17,0,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligue 1 McDonald's,Olympique de Marseille,0.54,Mason Greenwood,AM (R),AM (LC),25,"6'0""",Very Strong,Very Strong,6.91,0,1117,4,279.25,0.3,3.4,3.4,0.6,0.3,15%,0.1259259259,2.2,1,0.8,48%,0,0,0,2,0.2,1.64,0.1,89%,33.7,0.6,1.3,1.7,2.5,0.6,22,1,0.2,23,0.7,18,4,11.7,3.1,1,1,5.2,86,14,0,0,0.3,0,6,0,0,11.4,9.5,No recurring injuries,Above Average,4,22,0.1,0,0,0,0,0,0,0,0,0,0,0.9,1.5
Jupiler Pro League,Dender EH,0.54,David Hrnčár,D (R),M (R),28,"6'2""",Weak,Very Strong,7.05,2,1426,4,356.5,0.3,3.45,3.45,0.55,0.2,21%,0.1815789474,1.2,0.6,0.5,47%,0,0,0,0,0,1.69,0.1,87%,49.3,0.3,1.6,5.6,1.8,0.1,7,1.8,0.1,7,1.6,12,5,15,9.3,2.1,2.7,8.4,94,35,2,0.4,0.7,0.5,18,2,0,11.2,14.1,No recurring injuries,Below Average,4.2,39,0.1,0,0,0,0,0,0,0,0,0,0,1.2,1.3
Serie A,Empoli FC,0.5,Faustino Anjorin,AM (C),AM (L),25,"6'1""",Fairly Strong,Very Strong,6.72,0,1299,4,324.75,0.3,3.17,3.17,0.83,0.2,14%,0.1093103448,2,0.7,0.6,34%,0,1,100,1,0.1,1.68,0.1,87%,25.8,0.3,0.7,1.8,3.3,0.7,20,1.3,0.3,21,1.1,22,2,10.9,6.9,1,0.9,4.2,79,19,0,0.1,0.3,0,15,2,0,6,7.3,No recurring injuries,Very Low,1.7,44,0,0,0,0,0,0,0,0,0,0,0,0.6,1.1
Sky Bet Championship,Middlesbrough,0.50,Dávid Strelec,ST (C),AM (RC),25,"6'1""",Very Strong,Fairly Strong,6.62,0,1288,4,322,0.3,5.23,5.23,-1.23,0.4,9%,0.1112765957,3.3,1.4,0.8,43%,1,0,0,0,0,1.66,0.1,87%,29.8,0.3,1.2,1.1,0.4,0.1,33,0.4,0.1,33,0.3,28,14,17.5,2.3,0.1,0.4,1.4,50,2,0,0.1,0.1,0,15,1,0,10,5,No recurring injuries,Below Average,6.6,18,0.1,0,0,0,0,0,0,0,0,0,0,0.7,1.5
Sky Bet Championship,Norwich,0.56,Oscar Schwartau,AM (L),ST (C),20,"6'1""",Reasonable,Very Strong,6.92,1,1456,4,364,0.2,2.03,2.03,1.97,0.1,16%,0.0812,1.5,0.8,0.3,52%,0,0,0,1,0.1,2.31,0.1,89%,50.1,0.5,1.9,2.6,1.5,0.4,28,1.1,0.3,28,0.8,6,7,20.3,8.8,0.4,0.9,4.7,70,10,0,0.1,0.2,0,10,0,0,12.7,13,No recurring injuries,Below Average,3.4,31,0.1,0,0,0,0,0,0,0,0,0,0,1,0.8
Premier League,Liverpool,0.59,Alexis Mac Allister,M (C),,27,"5'9""",Reasonable,Very Strong,7.25,1,1451,4,362.75,0.2,4.49,3.73,-0.49,0.3,7%,0.07877192982,3.5,1.2,2.5,35%,2,1,100,7,0.4,4.6,0.3,91%,68.6,0.7,2.6,5,2.2,0.4,19,0.6,0.2,44,0.7,10,0,8.4,7.3,1.6,2.6,6.1,69,36,5,0.6,0.6,0.6,7,0,0,12.5,16.2,No recurring injuries,Below Average,1.2,30,0.1,0,0,0,0,0,0,0,0,0,0,2.3,1.5
First Division,A. Bilbao,0.61,Álex Berenguer,AM (L),"D/WB (L), M/AM (R)",31,"5'9""",Fairly Strong,Very Strong,7.08,1,1356,4,339,0.3,3.43,3.43,0.57,0.2,13%,0.1106451613,2.1,0.8,0.9,39%,0,0,0,2,0.1,3.06,0.2,90%,52.3,0.6,2.4,6.3,7,1.6,22,2.3,0.7,32,3.3,18,8,13.3,7.1,1.9,2.6,10,76,38,1,0.3,0.7,0.1,15,4,0,11.7,16.3,No recurring injuries,Below Average,2.6,18,0,0,0,0,0,0,0,0,0,0,0,2,1
Premier League,FC Porto,0.57,Victor Froholdt,M (C),AM (C),20,"6'2""",Reasonable,Very Strong,6.75,0,1426,4,356.5,0.3,2.6,2.6,1.4,0.2,17%,0.1083333333,1.5,0.9,0.6,63%,2,0,0,4,0.3,4.73,0.3,89%,14,0.4,0.7,0.6,0.2,0.1,66,0.2,0.1,67,0.1,13,2,10.5,12.5,0.4,0.9,1.8,60,10,1,0.3,0.1,0.1,5,2,0,2.3,4.4,No recurring injuries,Below Average,0.3,20,0.1,0,0,0,0,0,0,0,0,0,0,1.8,0.6
First Division,Burgos,0.35,Mario González,ST (C),,30,"6'0""",Reasonable,Very Strong,6.64,0,1077,4,269.25,0.3,1.91,1.91,2.09,0.2,21%,0.1005263158,1.6,0.9,0.4,58%,0,0,0,2,0.2,0.8,0.1,89%,26.6,0.1,0.8,0.6,0.3,0.3,75,0.3,0.3,75,1.3,24,12,25.5,1.1,0.1,1.2,1.5,50,2,0,0.2,0.3,0,14,0,0,10.1,5,No recurring injuries,Below Average,6.9,30,0.1,0,0,0,0,0,0,0,0,0,0,0.8,2.2
Jupiler Pro League,OH Leuven,0.47,Mathieu Maertens,AM (C),ST (C),31,"6'0""",Reasonable,Very Strong,6.86,1,1072,4,268,0.3,3.6,3.6,0.4,0.3,16%,0.144,2.1,1,0.6,48%,0,0,0,3,0.3,3.26,0.3,87%,40.2,0.3,1.8,2.3,0.8,0.3,33,0.8,0.3,33,1.1,9,3,20.4,9.1,0.2,1.4,3.9,40,5,1,0,0.2,0,8,1,0,11.1,11,No recurring injuries,Above Average,4.4,26,0.1,0,0,0,0,0,0,0,0,0,0,1.1,1.8
Premier League,Benfica,0.59,Dodi Lukébakio,AM (R),"M (R), AM (L), ST (C)",29,"6'2""",Very Strong,Reasonable,6.93,2,1180,4,295,0.3,3.16,3.16,0.84,0.2,13%,0.09875,2.4,1.1,1.3,47%,0,1,100,3,0.2,3.71,0.3,89%,44.8,0.3,2.5,3.7,5,1.3,26,2.8,0.8,27,3.6,21,6,12.4,6,1.7,2.3,9.2,79,28,0,0.3,0.4,0.2,15,0,0,11,12.1,No recurring injuries,Below Average,3.1,40,0,0,0,0,0,0,0,0,0,0,0,1.7,0.8
Bundesliga 2,SV Elversberg,0.52,David Mokwa,ST (C),AM (RLC),22,"5'11""",Fairly Strong,Very Strong,6.78,0,1111,4,277.75,0.3,4.74,4.74,-0.74,0.4,11%,0.1316666667,2.9,1,0.7,33%,0,0,0,2,0.2,0.66,0.1,89%,27.7,0.1,0.9,0.6,0.5,0.1,16,0.5,0.1,17,1,20,8,17.4,2.3,0.3,0.6,1.9,67,6,0,0,0.4,0,7,0,0,10,6.3,No recurring injuries,Average,7.4,34,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3
Ligue 2 BKT,Pau FC,0.48,Giovani Versini,AM (R),AM (L),22,"5'6""",Very Strong,Weak,6.95,2,1014,4,253.5,0.4,3.27,3.27,0.73,0.3,19%,0.1557142857,1.9,0.4,0.7,24%,2,0,0,2,0.2,3.52,0.3,87%,41.1,0.5,2,3.3,2.9,0.6,21,2.9,0.6,21,4.1,14,1,19.3,4.7,0.8,2,9.9,41,22,0,0.2,0.8,0,13,2,0,11.3,13.7,No recurring injuries,Below Average,2.4,11,0,0,0,0,0,0,0,0,0,0,0,1,1.3
Second Division,Valladolid,0.54,Julien Ponceau,M (C),,26,"5'7""",Weak,Very Strong,7.14,1,1166,4,291.5,0.3,2.56,2.56,1.44,0.2,18%,0.1163636364,1.7,0.7,0.3,41%,0,1,100,1,0.1,3.44,0.3,89%,42.2,0.3,1.5,2.7,6.2,1.4,22,3.4,1.2,36,3.8,12,8,13.1,7.9,0.8,1.6,9.4,56,18,0,0.2,0.6,0,12,1,0,11.3,14.9,No recurring injuries,Below Average,3.9,18,0,0,0,0,0,0,0,0,0,0,0,1.6,1.1
Serie BKT,Reggiana,0.5,Yayah Kallon,AM (R),"AM (LC), ST (C)",25,"5'9""",Very Strong,Weak,6.63,0,1260,4,315,0.3,3.64,3.64,0.36,0.3,10%,0.0887804878,2.9,0.9,0,32%,0,0,0,2,0.1,1.37,0.1,60%,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.9,0,0,65,20,0,0,0,0,9,0,0,0,0,No recurring injuries,Very Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligue 1 McDonald's,Saint-Étienne,0.5,Tatsuya Ito,AM (RL),M (RL),29,"5'6""",Reasonable,Very Strong,6.96,1,1245,4,311.25,0.3,2.63,2.63,1.37,0.2,13%,0.08766666667,2.2,0.6,0.7,27%,0,0,0,0,0,1.6,0.1,88%,43.3,0.3,2.2,4,4.3,0.9,21,4.3,0.9,22,3,13,10,19.4,4,2,1.4,10.9,66,41,0,0,0.3,0,9,0,0,12.3,19.4,Recurring hamstring strain,Very High,2.1,34,0.1,0,0,0,0,0,0,0,0,0,0,0.6,1.4
First Division,Oviedo,0.45,Ilyas Chaira,AM (C),,25,"5'11""",Reasonable,Very Strong,6.88,0,1112,4,278,0.3,1.52,1.52,2.48,0.1,24%,0.08941176471,1.4,0.9,0.5,65%,1,0,0,0,0,0.99,0.1,90%,43.5,0,1.5,2.9,3.5,0.8,23,1.1,0.5,43,1.8,6,4,20.3,5.9,0.7,1.8,4.6,82,11,0,0.4,0.1,0.2,12,1,0,11,9.8,No recurring injuries,Below Average,3.4,33,0.2,0,0,0,0,0,0,0,0,0,0,0.7,2
